filename,width,height,class,xmin,ymin,xmax,ymax,plate_content
d027c6e32db60e3c_jpg.rf.15a865d02f390ef84fca8e053946db31.jpg,416.0,416.0,vehicle,39.0,19.0,382.0,394.0,
b6e55f97085c3732_jpg.rf.09a6d8dc1a08e66131bdb8b57377b05b.jpg,416.0,416.0,license-plate,79.0,294.0,118.0,327.0,
b6e55f97085c3732_jpg.rf.09a6d8dc1a08e66131bdb8b57377b05b.jpg,416.0,416.0,vehicle,0.0,133.0,154.0,256.0,
b6e55f97085c3732_jpg.rf.09a6d8dc1a08e66131bdb8b57377b05b.jpg,416.0,416.0,vehicle,37.0,51.0,382.0,402.0,
b6e55f97085c3732_jpg.rf.09a6d8dc1a08e66131bdb8b57377b05b.jpg,416.0,416.0,vehicle,82.0,129.0,159.0,160.0,
b6e55f97085c3732_jpg.rf.09a6d8dc1a08e66131bdb8b57377b05b.jpg,416.0,416.0,vehicle,114.0,120.0,176.0,141.0,
b6e55f97085c3732_jpg.rf.09a6d8dc1a08e66131bdb8b57377b05b.jpg,416.0,416.0,vehicle,379.0,103.0,416.0,201.0,
b15d6c0bdf90226d_jpg.rf.775557ba6aaf7d76a8d4bb04f66d8fc5.jpg,416.0,416.0,license-plate,356.0,279.0,384.0,318.0,
b15d6c0bdf90226d_jpg.rf.775557ba6aaf7d76a8d4bb04f66d8fc5.jpg,416.0,416.0,vehicle,22.0,104.0,408.0,370.0,
bf0aac0878b0a3d2_jpg.rf.43ce523ba85e649db07055557d72cc9e.jpg,416.0,416.0,license-plate,258.0,237.0,304.0,270.0,
be654a7eabe0e891_jpg.rf.5e43d4106641423a278d096d24822902.jpg,416.0,416.0,license-plate,227.0,56.0,230.0,58.0,
be654a7eabe0e891_jpg.rf.5e43d4106641423a278d096d24822902.jpg,416.0,416.0,license-plate,326.0,202.0,371.0,240.0,
be654a7eabe0e891_jpg.rf.5e43d4106641423a278d096d24822902.jpg,416.0,416.0,vehicle,20.0,78.0,387.0,355.0,
cdb1e8621d1c624e_jpg.rf.b744b93a7af0771f1e5cb955155c8451.jpg,416.0,416.0,license-plate,262.0,254.0,364.0,297.0,
cdb1e8621d1c624e_jpg.rf.b744b93a7af0771f1e5cb955155c8451.jpg,416.0,416.0,vehicle,97.0,0.0,415.0,407.0,
d27e094e98374ff8_jpg.rf.a0e0eba539117b97eb6433295c4cfb44.jpg,416.0,416.0,license-plate,215.0,264.0,309.0,298.0,
d27e094e98374ff8_jpg.rf.a0e0eba539117b97eb6433295c4cfb44.jpg,416.0,416.0,vehicle,27.0,36.0,379.0,354.0,
d27e094e98374ff8_jpg.rf.a0e0eba539117b97eb6433295c4cfb44.jpg,416.0,416.0,vehicle,253.0,52.0,416.0,298.0,
cb4b754537798d23_jpg.rf.310e3c4544bf89d2f3109956b301db20.jpg,416.0,416.0,license-plate,0.0,216.0,18.0,228.0,
cb4b754537798d23_jpg.rf.310e3c4544bf89d2f3109956b301db20.jpg,416.0,416.0,license-plate,205.0,294.0,260.0,311.0,
cb4b754537798d23_jpg.rf.310e3c4544bf89d2f3109956b301db20.jpg,416.0,416.0,license-plate,363.0,285.0,410.0,304.0,
cb4b754537798d23_jpg.rf.310e3c4544bf89d2f3109956b301db20.jpg,416.0,416.0,vehicle,0.0,107.0,34.0,243.0,
cb4b754537798d23_jpg.rf.310e3c4544bf89d2f3109956b301db20.jpg,416.0,416.0,vehicle,25.0,58.0,319.0,381.0,
cb4b754537798d23_jpg.rf.310e3c4544bf89d2f3109956b301db20.jpg,416.0,416.0,vehicle,240.0,136.0,416.0,345.0,
b25d7d2cb7abf86b_jpg.rf.36edce738b0e69965e001035d6f85ab3.jpg,416.0,416.0,license-plate,170.0,258.0,248.0,317.0,
b25d7d2cb7abf86b_jpg.rf.36edce738b0e69965e001035d6f85ab3.jpg,416.0,416.0,license-plate,407.0,107.0,416.0,129.0,
b25d7d2cb7abf86b_jpg.rf.36edce738b0e69965e001035d6f85ab3.jpg,416.0,416.0,vehicle,0.0,0.0,415.0,415.0,
b9f5b9acf1777acf_jpg.rf.b92969d5c3738ece6a84dcd2d0ea3ce0.jpg,416.0,416.0,license-plate,158.0,205.0,230.0,244.0,
b9f5b9acf1777acf_jpg.rf.b92969d5c3738ece6a84dcd2d0ea3ce0.jpg,416.0,416.0,vehicle,0.0,56.0,81.0,247.0,
b9f5b9acf1777acf_jpg.rf.b92969d5c3738ece6a84dcd2d0ea3ce0.jpg,416.0,416.0,vehicle,63.0,21.0,336.0,352.0,
b9f5b9acf1777acf_jpg.rf.b92969d5c3738ece6a84dcd2d0ea3ce0.jpg,416.0,416.0,vehicle,343.0,81.0,416.0,251.0,
b94993a2d67b455e_jpg.rf.62712d980344cb842644f82e63b13092.jpg,416.0,416.0,license-plate,104.0,135.0,169.0,168.0,
b94993a2d67b455e_jpg.rf.62712d980344cb842644f82e63b13092.jpg,416.0,416.0,vehicle,0.0,108.0,90.0,285.0,
b94993a2d67b455e_jpg.rf.62712d980344cb842644f82e63b13092.jpg,416.0,416.0,vehicle,55.0,87.0,366.0,321.0,
d2fe2b47668e9d8e_jpg.rf.c3c019d146ec1fc0bcf7fbeb12c7bc7f.jpg,416.0,416.0,license-plate,330.0,236.0,416.0,306.0,
d2fe2b47668e9d8e_jpg.rf.c3c019d146ec1fc0bcf7fbeb12c7bc7f.jpg,416.0,416.0,vehicle,0.0,94.0,24.0,175.0,
d2fe2b47668e9d8e_jpg.rf.c3c019d146ec1fc0bcf7fbeb12c7bc7f.jpg,416.0,416.0,vehicle,5.0,0.0,415.0,382.0,
c1d8b110186e095a_jpg.rf.1515701021c709417f9e92537a1d3714.jpg,416.0,416.0,license-plate,168.0,214.0,204.0,246.0,
be9fd0014b5a4f2a_jpg.rf.20dc7369d0a83ad74a123727228dce11.jpg,416.0,416.0,license-plate,86.0,194.0,168.0,232.0,
be9fd0014b5a4f2a_jpg.rf.20dc7369d0a83ad74a123727228dce11.jpg,416.0,416.0,vehicle,15.0,65.0,408.0,394.0,
bbcac63e32bd8137_jpg.rf.ef4704b0ada4fbbf613143abf52f6f86.jpg,416.0,416.0,license-plate,154.0,168.0,309.0,278.0,
bbcac63e32bd8137_jpg.rf.ef4704b0ada4fbbf613143abf52f6f86.jpg,416.0,416.0,vehicle,55.0,0.0,415.0,415.0,
b5e7183b6a5abe6c_jpg.rf.fa89af80aebfc925bb0121ab5b024260.jpg,416.0,416.0,license-plate,224.0,293.0,282.0,333.0,
b3b61da98e22cd4a_jpg.rf.e5f31065702d60c5746652895714f770.jpg,416.0,416.0,license-plate,298.0,186.0,341.0,234.0,
b3b61da98e22cd4a_jpg.rf.e5f31065702d60c5746652895714f770.jpg,416.0,416.0,vehicle,43.0,44.0,390.0,330.0,
b3b61da98e22cd4a_jpg.rf.e5f31065702d60c5746652895714f770.jpg,416.0,416.0,vehicle,238.0,35.0,269.0,47.0,
b3b61da98e22cd4a_jpg.rf.e5f31065702d60c5746652895714f770.jpg,416.0,416.0,vehicle,286.0,30.0,328.0,47.0,
b32671b7cc279583_jpg.rf.f898026e2169a3b6adc4d21aee6d06c5.jpg,416.0,416.0,license-plate,61.0,171.0,167.0,231.0,
b32671b7cc279583_jpg.rf.f898026e2169a3b6adc4d21aee6d06c5.jpg,416.0,416.0,vehicle,2.0,4.0,416.0,393.0,
c274e026ac907eb9_jpg.rf.2388de7229ba0dd3051326f64c1a770b.jpg,416.0,416.0,license-plate,119.0,182.0,223.0,268.0,
c274e026ac907eb9_jpg.rf.2388de7229ba0dd3051326f64c1a770b.jpg,416.0,416.0,vehicle,0.0,6.0,77.0,135.0,
c274e026ac907eb9_jpg.rf.2388de7229ba0dd3051326f64c1a770b.jpg,416.0,416.0,vehicle,0.0,0.0,415.0,415.0,
bf2f25f3ed9ff4d5_jpg.rf.e9d07ec8b85372d40366bc2770b7d537.jpg,416.0,416.0,license-plate,123.0,243.0,278.0,297.0,
bf2f25f3ed9ff4d5_jpg.rf.e9d07ec8b85372d40366bc2770b7d537.jpg,416.0,416.0,vehicle,10.0,56.0,403.0,380.0,
bd12ea92bcab1afd_jpg.rf.fe51aa4c3da615ae6656ea88fc7250e3.jpg,416.0,416.0,license-plate,40.0,99.0,45.0,105.0,
bd12ea92bcab1afd_jpg.rf.fe51aa4c3da615ae6656ea88fc7250e3.jpg,416.0,416.0,license-plate,86.0,106.0,95.0,111.0,
bd12ea92bcab1afd_jpg.rf.fe51aa4c3da615ae6656ea88fc7250e3.jpg,416.0,416.0,license-plate,301.0,216.0,329.0,247.0,
bd12ea92bcab1afd_jpg.rf.fe51aa4c3da615ae6656ea88fc7250e3.jpg,416.0,416.0,vehicle,0.0,75.0,416.0,177.0,
bd12ea92bcab1afd_jpg.rf.fe51aa4c3da615ae6656ea88fc7250e3.jpg,416.0,416.0,vehicle,14.0,78.0,382.0,367.0,
c7df5232291486a3_jpg.rf.d18b52a383576cfe6c4ec343fca07a80.jpg,416.0,416.0,license-plate,245.0,256.0,347.0,291.0,
c7df5232291486a3_jpg.rf.d18b52a383576cfe6c4ec343fca07a80.jpg,416.0,416.0,vehicle,0.0,43.0,416.0,343.0,
b6ecda23586a6ba5_jpg.rf.d737139968dd3f08447305aa7b7f6002.jpg,416.0,416.0,license-plate,120.0,307.0,168.0,354.0,
b6ecda23586a6ba5_jpg.rf.d737139968dd3f08447305aa7b7f6002.jpg,416.0,416.0,vehicle,68.0,83.0,359.0,390.0,
b6ecda23586a6ba5_jpg.rf.d737139968dd3f08447305aa7b7f6002.jpg,416.0,416.0,vehicle,113.0,88.0,162.0,180.0,
944281d0485869f0_jpg.rf.e5e018531362887fed53a198f15bc095.jpg,416.0,416.0,license-plate,169.0,255.0,259.0,341.0,
944281d0485869f0_jpg.rf.e5e018531362887fed53a198f15bc095.jpg,416.0,416.0,vehicle,49.0,0.0,415.0,415.0,
b01d46f9911d558b_jpg.rf.e173ce2e74a946f5d7699fed4b2430fc.jpg,416.0,416.0,license-plate,164.0,132.0,256.0,224.0,
b01d46f9911d558b_jpg.rf.e173ce2e74a946f5d7699fed4b2430fc.jpg,416.0,416.0,vehicle,0.0,0.0,416.0,415.0,
3ed000628c6a0587_jpg.rf.ee04a5eaab345281520634902816a9bb.jpg,416.0,416.0,license-plate,173.0,220.0,219.0,258.0,
3ed000628c6a0587_jpg.rf.ee04a5eaab345281520634902816a9bb.jpg,416.0,416.0,vehicle,76.0,107.0,305.0,369.0,
1f0e643b125f00ec_jpg.rf.e24a4bdd168a8b7bc4da455a76e103b1.jpg,416.0,416.0,license-plate,297.0,277.0,333.0,310.0,
1f0e643b125f00ec_jpg.rf.e24a4bdd168a8b7bc4da455a76e103b1.jpg,416.0,416.0,vehicle,0.0,39.0,385.0,393.0,
1f0e643b125f00ec_jpg.rf.e24a4bdd168a8b7bc4da455a76e103b1.jpg,416.0,416.0,vehicle,165.0,8.0,276.0,122.0,
1f0e643b125f00ec_jpg.rf.e24a4bdd168a8b7bc4da455a76e103b1.jpg,416.0,416.0,vehicle,204.0,25.0,365.0,146.0,
1f0e643b125f00ec_jpg.rf.e24a4bdd168a8b7bc4da455a76e103b1.jpg,416.0,416.0,vehicle,344.0,0.0,416.0,98.0,
28e26a4eb646c67a_jpg.rf.ebc297ef09ec5a7f8dcb0d0989d793ad.jpg,416.0,416.0,license-plate,185.0,229.0,264.0,269.0,
28e26a4eb646c67a_jpg.rf.ebc297ef09ec5a7f8dcb0d0989d793ad.jpg,416.0,416.0,vehicle,71.0,63.0,313.0,340.0,
02a6ef3d9bd68e91_jpg.rf.f6172d85f89f248839c13f938daf08f1.jpg,416.0,416.0,license-plate,61.0,168.0,85.0,187.0,
02a6ef3d9bd68e91_jpg.rf.f6172d85f89f248839c13f938daf08f1.jpg,416.0,416.0,license-plate,388.0,62.0,416.0,71.0,
02a6ef3d9bd68e91_jpg.rf.f6172d85f89f248839c13f938daf08f1.jpg,416.0,416.0,vehicle,23.0,31.0,363.0,208.0,
02a6ef3d9bd68e91_jpg.rf.f6172d85f89f248839c13f938daf08f1.jpg,416.0,416.0,vehicle,345.0,11.0,416.0,122.0,
80e02a518ffe4cb2_jpg.rf.f8e889ac521be67cbdd6cdb84ecdd52d.jpg,416.0,416.0,license-plate,152.0,235.0,275.0,276.0,
80e02a518ffe4cb2_jpg.rf.f8e889ac521be67cbdd6cdb84ecdd52d.jpg,416.0,416.0,vehicle,33.0,1.0,399.0,410.0,
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416.0,416.0,license-plate,41.0,188.0,72.0,226.0,
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416.0,416.0,license-plate,343.0,76.0,366.0,95.0,
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416.0,416.0,vehicle,13.0,64.0,378.0,336.0,
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416.0,416.0,vehicle,97.0,30.0,312.0,123.0,
8cb5553e75d3d311_jpg.rf.e3806d0ad5061051e7cbb6b4d9cd132d.jpg,416.0,416.0,vehicle,312.0,8.0,416.0,176.0,
76e14d05ee8acb6d_jpg.rf.e4c4ee19a7059beb1609a04bf4145c4b.jpg,416.0,416.0,license-plate,43.0,182.0,106.0,243.0,
76e14d05ee8acb6d_jpg.rf.e4c4ee19a7059beb1609a04bf4145c4b.jpg,416.0,416.0,vehicle,16.0,39.0,400.0,401.0,
1ca1155083156d72_jpg.rf.f69458ccf7481ccdd8833b28b4a83f7a.jpg,416.0,416.0,license-plate,145.0,228.0,268.0,306.0,
1ca1155083156d72_jpg.rf.f69458ccf7481ccdd8833b28b4a83f7a.jpg,416.0,416.0,vehicle,0.0,0.0,416.0,386.0,
044417ca6134604f_jpg.rf.ed7aa69d470a19404ab882bf24cf27fd.jpg,416.0,416.0,license-plate,287.0,216.0,331.0,244.0,
044417ca6134604f_jpg.rf.ed7aa69d470a19404ab882bf24cf27fd.jpg,416.0,416.0,vehicle,11.0,94.0,371.0,338.0,
044417ca6134604f_jpg.rf.ed7aa69d470a19404ab882bf24cf27fd.jpg,416.0,416.0,vehicle,227.0,37.0,416.0,286.0,
affd16c51644a893_jpg.rf.e7fd0c101b38d22931690b7167ddad67.jpg,416.0,416.0,license-plate,125.0,310.0,236.0,343.0,
affd16c51644a893_jpg.rf.e7fd0c101b38d22931690b7167ddad67.jpg,416.0,416.0,vehicle,25.0,0.0,349.0,392.0,
1f1d5bc31e444cc1_jpg.rf.f48852eee96aafdff1d90bb9f3e5f27c.jpg,416.0,416.0,license-plate,124.0,216.0,229.0,263.0,
1f1d5bc31e444cc1_jpg.rf.f48852eee96aafdff1d90bb9f3e5f27c.jpg,416.0,416.0,vehicle,31.0,100.0,318.0,332.0,
6c144e47161867c2_jpg.rf.ec2a50f3926a6f39eb4c39fbec843f9f.jpg,416.0,416.0,license-plate,136.0,319.0,182.0,342.0,
6c144e47161867c2_jpg.rf.ec2a50f3926a6f39eb4c39fbec843f9f.jpg,416.0,416.0,vehicle,110.0,142.0,393.0,363.0,
70e7b5173fe1e289_jpg.rf.ee52c521f328265822a8bbd3ccac8051.jpg,416.0,416.0,license-plate,72.0,137.0,180.0,187.0,
70e7b5173fe1e289_jpg.rf.ee52c521f328265822a8bbd3ccac8051.jpg,416.0,416.0,vehicle,7.0,26.0,416.0,398.0,
30b6cfb60bf44533_jpg.rf.fbc07d315feb804c56614187c2c35784.jpg,416.0,416.0,license-plate,24.0,164.0,34.0,169.0,
30b6cfb60bf44533_jpg.rf.fbc07d315feb804c56614187c2c35784.jpg,416.0,416.0,vehicle,2.0,110.0,416.0,334.0,
a9b2a2018f845393_jpg.rf.f11e98cbbbe047ad1edf2370a696c3e7.jpg,416.0,416.0,license-plate,41.0,198.0,82.0,235.0,
a9b2a2018f845393_jpg.rf.f11e98cbbbe047ad1edf2370a696c3e7.jpg,416.0,416.0,vehicle,15.0,86.0,392.0,352.0,
4df1448703257ff0_jpg.rf.eab3701cdae0218bfee38fe737fbf553.jpg,416.0,416.0,license-plate,164.0,381.0,234.0,415.0,
4df1448703257ff0_jpg.rf.eab3701cdae0218bfee38fe737fbf553.jpg,416.0,416.0,vehicle,0.0,121.0,74.0,321.0,
4df1448703257ff0_jpg.rf.eab3701cdae0218bfee38fe737fbf553.jpg,416.0,416.0,vehicle,22.0,77.0,399.0,416.0,
6eb18d1ad17cd174_jpg.rf.ef74db2cf0ca9cd341fe1b0ab9a510ad.jpg,416.0,416.0,license-plate,381.0,265.0,406.0,316.0,
6eb18d1ad17cd174_jpg.rf.ef74db2cf0ca9cd341fe1b0ab9a510ad.jpg,416.0,416.0,vehicle,0.0,57.0,14.0,157.0,
6eb18d1ad17cd174_jpg.rf.ef74db2cf0ca9cd341fe1b0ab9a510ad.jpg,416.0,416.0,vehicle,10.0,24.0,407.0,390.0,
6eb18d1ad17cd174_jpg.rf.ef74db2cf0ca9cd341fe1b0ab9a510ad.jpg,416.0,416.0,vehicle,318.0,41.0,416.0,187.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,license-plate,21.0,183.0,33.0,194.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,license-plate,84.0,181.0,113.0,211.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,vehicle,0.0,68.0,37.0,156.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,vehicle,15.0,73.0,148.0,217.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,vehicle,66.0,67.0,350.0,324.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,vehicle,140.0,61.0,174.0,92.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,vehicle,196.0,44.0,247.0,67.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,vehicle,270.0,64.0,331.0,107.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,vehicle,328.0,62.0,391.0,112.0,
65e080f9ac466664_jpg.rf.fae5ecbf7651136ef2463314b3e1c16b.jpg,416.0,416.0,vehicle,389.0,60.0,416.0,118.0,
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416.0,416.0,license-plate,31.0,45.0,36.0,50.0,
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416.0,416.0,license-plate,145.0,121.0,195.0,137.0,
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416.0,416.0,license-plate,183.0,238.0,277.0,268.0,
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416.0,416.0,license-plate,256.0,67.0,272.0,76.0,
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416.0,416.0,license-plate,358.0,158.0,366.0,174.0,
5a122adbb1a776b7_jpg.rf.e400aa454d644ea63d6f81365c11d74e.jpg,416.0,416.0,vehicle,0.0,0.0,416.0,365.0,
16789af24af158d8_jpg.rf.fc736339c7e162dd985aca4b4dbc827c.jpg,416.0,416.0,license-plate,107.0,188.0,259.0,230.0,
16789af24af158d8_jpg.rf.fc736339c7e162dd985aca4b4dbc827c.jpg,416.0,416.0,vehicle,0.0,48.0,388.0,345.0,
16789af24af158d8_jpg.rf.fc736339c7e162dd985aca4b4dbc827c.jpg,416.0,416.0,vehicle,389.0,139.0,416.0,214.0,
8c63cf76166c3bd7_jpg.rf.e63842fc74bf98e39a233a53024821f3.jpg,416.0,416.0,license-plate,307.0,241.0,340.0,275.0,
8c63cf76166c3bd7_jpg.rf.e63842fc74bf98e39a233a53024821f3.jpg,416.0,416.0,vehicle,50.0,116.0,377.0,344.0,
2bd26c63ebf598b7_jpg.rf.e7aa2dc7e2a75ad66d167482a105558b.jpg,416.0,416.0,license-plate,270.0,221.0,325.0,257.0,
